id,name,category,workoutType,level,raceDistanceTags,surface,durationRangeMinutes,distanceRangeKm,intensityTarget,formulaHooks,safetyFlags,confidenceLabel
wkt_0606,Threshold Intervals — 4 x 800m — track v0606,Threshold Intervals,threshold-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,track,"[53, 73]","[5.2, 11.2]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0607,Threshold Intervals — 4 x 800m — treadmill,Threshold Intervals,threshold-interval,intermediate,general | 5K | 10K | halfMarathon,treadmill,"[53, 73]","[5.2, 11.2]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0608,Threshold Intervals — 4 x 800m — treadmill v0608,Threshold Intervals,threshold-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,treadmill,"[53, 73]","[5.2, 11.2]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0609,Threshold Intervals — 4 x 800m — treadmill v0609,Threshold Intervals,threshold-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,treadmill,"[53, 73]","[5.2, 11.2]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0610,Threshold Intervals — 4 x 1000m — road,Threshold Intervals,threshold-interval,intermediate,general | 5K | 10K | halfMarathon,road,"[56, 76]","[6.0, 12.0]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0611,Threshold Intervals — 4 x 1000m — road v0611,Threshold Intervals,threshold-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,road,"[56, 76]","[6.0, 12.0]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0612,Threshold Intervals — 4 x 1000m — road v0612,Threshold Intervals,threshold-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,road,"[56, 76]","[6.0, 12.0]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0613,Threshold Intervals — 4 x 1000m — track,Threshold Intervals,threshold-interval,intermediate,general | 5K | 10K | halfMarathon,track,"[56, 76]","[6.0, 12.0]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0614,Threshold Intervals — 4 x 1000m — track v0614,Threshold Intervals,threshold-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,track,"[56, 76]","[6.0, 12.0]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0615,Threshold Intervals — 4 x 1000m — track v0615,Threshold Intervals,threshold-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,track,"[56, 76]","[6.0, 12.0]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0616,Threshold Intervals — 4 x 1000m — treadmill,Threshold Intervals,threshold-interval,intermediate,general | 5K | 10K | halfMarathon,treadmill,"[56, 76]","[6.0, 12.0]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0617,Threshold Intervals — 4 x 1000m — treadmill v0617,Threshold Intervals,threshold-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,treadmill,"[56, 76]","[6.0, 12.0]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0618,Threshold Intervals — 4 x 1000m — treadmill v0618,Threshold Intervals,threshold-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,treadmill,"[56, 76]","[6.0, 12.0]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0619,Threshold Intervals — 4 x 1200m — road,Threshold Intervals,threshold-interval,intermediate,general | 5K | 10K | halfMarathon,road,"[59, 79]","[6.8, 12.8]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0620,Threshold Intervals — 4 x 1200m — road v0620,Threshold Intervals,threshold-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,road,"[59, 79]","[6.8, 12.8]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0621,Threshold Intervals — 4 x 1200m — road v0621,Threshold Intervals,threshold-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,road,"[59, 79]","[6.8, 12.8]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0622,Threshold Intervals — 4 x 1200m — track,Threshold Intervals,threshold-interval,intermediate,general | 5K | 10K | halfMarathon,track,"[59, 79]","[6.8, 12.8]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0623,Threshold Intervals — 4 x 1200m — track v0623,Threshold Intervals,threshold-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,track,"[59, 79]","[6.8, 12.8]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0624,Threshold Intervals — 4 x 1200m — track v0624,Threshold Intervals,threshold-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,track,"[59, 79]","[6.8, 12.8]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0625,Threshold Intervals — 4 x 1200m — treadmill,Threshold Intervals,threshold-interval,intermediate,general | 5K | 10K | halfMarathon,treadmill,"[59, 79]","[6.8, 12.8]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0626,Threshold Intervals — 4 x 1200m — treadmill v0626,Threshold Intervals,threshold-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,treadmill,"[59, 79]","[6.8, 12.8]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0627,Threshold Intervals — 4 x 1200m — treadmill v0627,Threshold Intervals,threshold-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,treadmill,"[59, 79]","[6.8, 12.8]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0628,Threshold Intervals — 4 x 1600m — road,Threshold Intervals,threshold-interval,intermediate,general | 5K | 10K | halfMarathon,road,"[66, 86]","[8.4, 14.4]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0629,Threshold Intervals — 4 x 1600m — road v0629,Threshold Intervals,threshold-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,road,"[66, 86]","[8.4, 14.4]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0630,Threshold Intervals — 4 x 1600m — road v0630,Threshold Intervals,threshold-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,road,"[66, 86]","[8.4, 14.4]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0631,Threshold Intervals — 4 x 1600m — track,Threshold Intervals,threshold-interval,intermediate,general | 5K | 10K | halfMarathon,track,"[66, 86]","[8.4, 14.4]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0632,Threshold Intervals — 4 x 1600m — track v0632,Threshold Intervals,threshold-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,track,"[66, 86]","[8.4, 14.4]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0633,Threshold Intervals — 4 x 1600m — track v0633,Threshold Intervals,threshold-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,track,"[66, 86]","[8.4, 14.4]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0634,Threshold Intervals — 4 x 1600m — treadmill,Threshold Intervals,threshold-interval,intermediate,general | 5K | 10K | halfMarathon,treadmill,"[66, 86]","[8.4, 14.4]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0635,Threshold Intervals — 4 x 1600m — treadmill v0635,Threshold Intervals,threshold-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,treadmill,"[66, 86]","[8.4, 14.4]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0636,Threshold Intervals — 4 x 1600m — treadmill v0636,Threshold Intervals,threshold-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,treadmill,"[66, 86]","[8.4, 14.4]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0637,Threshold Intervals — 4 x 2000m — road,Threshold Intervals,threshold-interval,intermediate,general | 5K | 10K | halfMarathon,road,"[72, 92]","[10.0, 16.0]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0638,Threshold Intervals — 4 x 2000m — road v0638,Threshold Intervals,threshold-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,road,"[72, 92]","[10.0, 16.0]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0639,Threshold Intervals — 4 x 2000m — road v0639,Threshold Intervals,threshold-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,road,"[72, 92]","[10.0, 16.0]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0640,Threshold Intervals — 4 x 2000m — track,Threshold Intervals,threshold-interval,intermediate,general | 5K | 10K | halfMarathon,track,"[72, 92]","[10.0, 16.0]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0641,Threshold Intervals — 4 x 2000m — track v0641,Threshold Intervals,threshold-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,track,"[72, 92]","[10.0, 16.0]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0642,Threshold Intervals — 4 x 2000m — track v0642,Threshold Intervals,threshold-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,track,"[72, 92]","[10.0, 16.0]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0643,Threshold Intervals — 4 x 2000m — treadmill,Threshold Intervals,threshold-interval,intermediate,general | 5K | 10K | halfMarathon,treadmill,"[72, 92]","[10.0, 16.0]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0644,Threshold Intervals — 4 x 2000m — treadmill v0644,Threshold Intervals,threshold-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,treadmill,"[72, 92]","[10.0, 16.0]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0645,Threshold Intervals — 4 x 2000m — treadmill v0645,Threshold Intervals,threshold-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,treadmill,"[72, 92]","[10.0, 16.0]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0646,Threshold Intervals — 4 x 3000m — road,Threshold Intervals,threshold-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,road,"[88, 108]","[14.0, 20.0]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0647,Threshold Intervals — 4 x 3000m — road v0647,Threshold Intervals,threshold-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,road,"[88, 108]","[14.0, 20.0]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0648,Threshold Intervals — 4 x 3000m — track,Threshold Intervals,threshold-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,track,"[88, 108]","[14.0, 20.0]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0649,Threshold Intervals — 4 x 3000m — track v0649,Threshold Intervals,threshold-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,track,"[88, 108]","[14.0, 20.0]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0650,Threshold Intervals — 4 x 3000m — treadmill,Threshold Intervals,threshold-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,treadmill,"[88, 108]","[14.0, 20.0]",Threshold / Zone 3 / RPE 6,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,moderateIntensity | requiresRecovery | stopIfPain,high
wkt_0651,VO2max Intervals — 4 x 3 min — Intermediate,VO2max Intervals,aerobic-power-interval,intermediate,general | 5K | 10K | halfMarathon,track,"[52, 72]","[7.1, 13.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0652,VO2max Intervals — 4 x 3 min — Intermediate Advanced,VO2max Intervals,aerobic-power-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,track,"[52, 72]","[7.1, 13.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0653,VO2max Intervals — 4 x 3 min — Advanced,VO2max Intervals,aerobic-power-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,track,"[52, 72]","[7.1, 13.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0654,VO2max Intervals — 4 x 3 min — Intermediate v0654,VO2max Intervals,aerobic-power-interval,intermediate,general | 5K | 10K | halfMarathon,road,"[52, 72]","[7.1, 13.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0655,VO2max Intervals — 4 x 3 min — Intermediate Advanced v0655,VO2max Intervals,aerobic-power-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,road,"[52, 72]","[7.1, 13.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0656,VO2max Intervals — 4 x 3 min — Advanced v0656,VO2max Intervals,aerobic-power-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,road,"[52, 72]","[7.1, 13.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0657,VO2max Intervals — 4 x 3 min — Intermediate v0657,VO2max Intervals,aerobic-power-interval,intermediate,general | 5K | 10K | halfMarathon,treadmill,"[52, 72]","[7.1, 13.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0658,VO2max Intervals — 4 x 3 min — Intermediate Advanced v0658,VO2max Intervals,aerobic-power-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,treadmill,"[52, 72]","[7.1, 13.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0659,VO2max Intervals — 4 x 3 min — Advanced v0659,VO2max Intervals,aerobic-power-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,treadmill,"[52, 72]","[7.1, 13.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0660,VO2max Intervals — 4 x 4 min — Intermediate,VO2max Intervals,aerobic-power-interval,intermediate,general | 5K | 10K | halfMarathon,track,"[56, 76]","[7.6, 14.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0661,VO2max Intervals — 4 x 4 min — Intermediate Advanced,VO2max Intervals,aerobic-power-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,track,"[56, 76]","[7.6, 14.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0662,VO2max Intervals — 4 x 4 min — Advanced,VO2max Intervals,aerobic-power-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,track,"[56, 76]","[7.6, 14.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0663,VO2max Intervals — 4 x 4 min — Intermediate v0663,VO2max Intervals,aerobic-power-interval,intermediate,general | 5K | 10K | halfMarathon,road,"[56, 76]","[7.6, 14.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0664,VO2max Intervals — 4 x 4 min — Intermediate Advanced v0664,VO2max Intervals,aerobic-power-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,road,"[56, 76]","[7.6, 14.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0665,VO2max Intervals — 4 x 4 min — Advanced v0665,VO2max Intervals,aerobic-power-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,road,"[56, 76]","[7.6, 14.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0666,VO2max Intervals — 4 x 4 min — Intermediate v0666,VO2max Intervals,aerobic-power-interval,intermediate,general | 5K | 10K | halfMarathon,treadmill,"[56, 76]","[7.6, 14.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0667,VO2max Intervals — 4 x 4 min — Intermediate Advanced v0667,VO2max Intervals,aerobic-power-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,treadmill,"[56, 76]","[7.6, 14.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0668,VO2max Intervals — 4 x 4 min — Advanced v0668,VO2max Intervals,aerobic-power-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,treadmill,"[56, 76]","[7.6, 14.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0669,VO2max Intervals — 4 x 5 min — Intermediate,VO2max Intervals,aerobic-power-interval,intermediate,general | 5K | 10K | halfMarathon,track,"[60, 80]","[8.1, 15.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0670,VO2max Intervals — 4 x 5 min — Intermediate Advanced,VO2max Intervals,aerobic-power-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,track,"[60, 80]","[8.1, 15.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0671,VO2max Intervals — 4 x 5 min — Advanced,VO2max Intervals,aerobic-power-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,track,"[60, 80]","[8.1, 15.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0672,VO2max Intervals — 4 x 5 min — Intermediate v0672,VO2max Intervals,aerobic-power-interval,intermediate,general | 5K | 10K | halfMarathon,road,"[60, 80]","[8.1, 15.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0673,VO2max Intervals — 4 x 5 min — Intermediate Advanced v0673,VO2max Intervals,aerobic-power-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,road,"[60, 80]","[8.1, 15.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0674,VO2max Intervals — 4 x 5 min — Advanced v0674,VO2max Intervals,aerobic-power-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,road,"[60, 80]","[8.1, 15.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0675,VO2max Intervals — 4 x 5 min — Intermediate v0675,VO2max Intervals,aerobic-power-interval,intermediate,general | 5K | 10K | halfMarathon,treadmill,"[60, 80]","[8.1, 15.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0676,VO2max Intervals — 4 x 5 min — Intermediate Advanced v0676,VO2max Intervals,aerobic-power-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,treadmill,"[60, 80]","[8.1, 15.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0677,VO2max Intervals — 4 x 5 min — Advanced v0677,VO2max Intervals,aerobic-power-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,treadmill,"[60, 80]","[8.1, 15.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0678,VO2max Intervals — 5 x 3 min — Intermediate,VO2max Intervals,aerobic-power-interval,intermediate,general | 5K | 10K | halfMarathon,track,"[55, 75]","[7.5, 14.6]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
